features,labels,item_list
"[11.0, 12.0, 1.5, 1.0, 2.0, 2.0, 1.0, 1.5, 1.0, 2.0, 0.0, 0.0, 0.0, 0.0]","[8.38966062363367, 0.26012789389163204, 0.31915966870298074, 3.218582025826816, 4.316278880571031, 7.831783744535234, 8.164487383702756, 9.075847634109508, 0.0, 0.0, 0.0, 0.0]","['WorkDesk', 'Closet', 'Chest', 'MediaUnit']"
"[9.0, 11.0, 1.0, 1.0, 2.5, 2.0, 0.5, 0.5, 1.5, 1.0, 0.0, 0.0, 0.0, 0.0]","[1.1338155583943603, 5.817974802511319, 6.328998591172569, 5.45091639293905, 5.197218203345175, 6.0327246777251755, 4.565240429957081, 0.1352550577637368, 0.0, 0.0, 0.0, 0.0]","['Armchair', 'Couch', 'FloorLamp', 'Chest']"
"[12.0, 9.0, 2.0, 2.0, 1.0, 2.5, 1.0, 1.0, 2.0, 2.5, 0.0, 0.0, 0.0, 0.0]","[4.918492253815881, 5.655097267274655, 5.727625109487732, 0.7572183071563405, 3.36255521361966, 2.6627840232729154, 8.84460769503132, 1.7334849597126325, 0.0, 0.0, 0.0, 0.0]","['Closet', 'Bookcase', 'Armchair', 'Couch']"
"[12.0, 11.0, 1.0, 2.5, 2.0, 2.0, 1.0, 1.0, 1.0, 1.5, 2.0, 1.0, 1.0, 1.5]","[5.063516900756984, 2.345755573402686, 7.229957111851349, 2.529415110418067, 5.104937785091961, 8.357933413316056, 1.5833512541431565, 6.072049351764462, 4.102070234388975, 7.064171235285767, 2.053702262615567, 9.476356526350125]","['Bookcase', 'Closet', 'Armchair', 'Chest', 'MediaUnit', 'WorkDesk']"
"[10.0, 10.0, 0.5, 0.5, 1.0, 1.5, 2.0, 1.5, 1.0, 2.5, 0.0, 0.0, 0.0, 0.0]","[6.806085256378356, 8.710457039282838, 6.80482215897566, 2.82829082039911, 1.0186731980572485, 0.09469668993654029, 7.827596418940766, 6.3164011293542215, 0.0, 0.0, 0.0, 0.0]","['FloorLamp', 'Chest', 'CoffeeTable', 'Bookcase']"
"[10.0, 10.0, 1.0, 2.0, 1.0, 2.5, 1.0, 1.5, 2.0, 1.5, 1.0, 1.0, 2.0, 2.0]","[4.202411517385109, 7.142361915441045, 7.035410046143741, 2.795893929791188, 4.345188191044413, 5.306693138776069, 1.2541746887963487, 2.9898370307299547, 8.579068569737816, 1.763829932185978, 1.3353668689901266, 6.0142821030432625]","['MediaUnit', 'Bookcase', 'WorkDesk', 'CoffeeTable', 'Armchair', 'Closet']"
"[10.0, 8.0, 2.0, 1.0, 1.5, 1.0, 0.5, 0.5, 2.5, 1.0, 0.0, 0.0, 0.0, 0.0]","[1.8926572486936095, 0.6140173092779614, 5.316106222549414, 4.569872392880693, 8.88171545239617, 5.306133414510499, 3.2265518071228545, 2.405492917995236, 0.0, 0.0, 0.0, 0.0]","['MediaUnit', 'WorkDesk', 'FloorLamp', 'Bookcase']"
"[12.0, 8.0, 1.0, 2.0, 0.5, 0.5, 1.0, 1.5, 1.5, 2.0, 0.0, 0.0, 0.0, 0.0]","[8.024637517349197, 4.8815922914633045, 2.391600600233029, 1.6742007681667428, 2.9067615181344504, 3.4310102220614347, 10.447115784192606, 4.049613305593713, 0.0, 0.0, 0.0, 0.0]","['MediaUnit', 'FloorLamp', 'Chest', 'CoffeeTable']"
"[9.0, 9.0, 1.5, 1.0, 1.5, 1.0, 2.0, 2.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0]","[3.8871939663033404, 3.467297242722106, 0.6538969191139493, 1.3251232780524314, 5.412147183794161, 6.817724170633571, 7.807589645431404, 0.4685920347345249, 0.0, 0.0, 0.0, 0.0]","['Chest', 'WorkDesk', 'Closet', 'FloorLamp']"
"[9.0, 12.0, 1.5, 1.0, 2.0, 2.0, 1.0, 2.5, 0.5, 0.5, 1.0, 1.0, 0.0, 0.0]","[6.143989269564123, 3.338233896321448, 0.18414455135271657, 0.23056092943563922, 5.8816967769690685, 6.507112509026539, 0.8412989121785621, 7.976454220248959, 5.577592043782197, 0.286463877532233, 0.0, 0.0]","['Chest', 'Closet', 'Bookcase', 'FloorLamp', 'Armchair']"
"[12.0, 8.0, 1.0, 1.5, 1.5, 2.0, 2.5, 2.0, 1.5, 1.0, 1.0, 2.5, 0.0, 0.0]","[2.310662226136855, 1.984223792376702, 5.966228748049433, 0.5599074384904466, 7.550705235084128, 0.11483977887755326, 1.8275583753963192, 5.984139618899884, 6.907089499236614, 2.9018515385793373, 0.0, 0.0]","['Chest', 'CoffeeTable', 'Couch', 'WorkDesk', 'Bookcase']"
"[12.0, 12.0, 1.0, 1.0, 1.0, 1.5, 2.0, 2.0, 1.0, 2.5, 0.0, 0.0, 0.0, 0.0]","[5.958807328530212, 5.290721584877108, 9.461649942800735, 2.9769863004200445, 5.595418968149114, 2.778971554013958, 5.796060693562827, 8.805460276886778, 0.0, 0.0, 0.0, 0.0]","['Armchair', 'Chest', 'Closet', 'Bookcase']"
"[11.0, 12.0, 0.5, 0.5, 1.5, 1.0, 1.0, 2.0, 2.5, 1.0, 0.0, 0.0, 0.0, 0.0]","[3.7164745049105994, 11.488367458176167, 1.4153985654894843, 6.4427411168225595, 8.314880119385311, 0.8269441524809529, 1.6087940648260464, 9.11074699975249, 0.0, 0.0, 0.0, 0.0]","['FloorLamp', 'Chest', 'MediaUnit', 'Bookcase']"
"[11.0, 8.0, 1.5, 1.0, 1.5, 2.0, 2.0, 2.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[3.2848298119242196, 4.32378460908675, 6.626398601606121, 1.2106189119623607, 3.621572028900813, 0.05375029044722801, 1.5745091144781742, 6.5366800739769655, 0.0, 0.0, 0.0, 0.0]","['Chest', 'CoffeeTable', 'Closet', 'Armchair']"
"[10.0, 10.0, 2.0, 2.0, 0.5, 0.5, 1.0, 1.5, 1.5, 1.0, 0.0, 0.0, 0.0, 0.0]","[1.5216290000889972, 7.082387271872909, 0.645745664089102, 1.2978664403380091, 4.551394241709234, 3.3163470935178716, 7.762896703884214, 8.042116065865322, 0.0, 0.0, 0.0, 0.0]","['Closet', 'FloorLamp', 'WorkDesk', 'Chest']"
"[10.0, 9.0, 1.0, 1.0, 2.0, 1.0, 1.5, 1.0, 1.0, 1.5, 1.0, 2.5, 0.0, 0.0]","[8.667777267204512, 4.6916643773075615, 4.895525264634423, 0.8868112422505661, 3.910912732752108, 2.5455555558169936, 2.6274609351496503, 5.744360850322909, 0.14302889518678186, 0.4848314684102271, 0.0, 0.0]","['Armchair', 'MediaUnit', 'WorkDesk', 'Chest', 'Bookcase']"
"[10.0, 9.0, 1.0, 1.5, 2.5, 2.0, 1.0, 1.0, 1.0, 1.5, 0.0, 0.0, 0.0, 0.0]","[1.901158999156448, 4.249275263543571, 6.713681325859667, 0.440906562583695, 7.57377246533535, 6.838876189515994, 0.033755264832710075, 3.423779363518122, 0.0, 0.0, 0.0, 0.0]","['WorkDesk', 'Couch', 'Armchair', 'Chest']"
"[9.0, 10.0, 2.0, 2.0, 0.5, 0.5, 1.5, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.964929616978506, 6.031524895344556, 6.180928227051412, 5.780707963469102, 2.3192632873089543, 1.5803328843057547, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['Closet', 'FloorLamp', 'WorkDesk']"
"[10.0, 8.0, 0.5, 0.5, 1.0, 2.5, 2.0, 2.0, 1.5, 1.0, 0.0, 0.0, 0.0, 0.0]","[1.9819489820931948, 5.323435218403836, 7.406836079833512, 2.1751510619237955, 1.994000665281467, 2.9309258655044497, 4.663198405729549, 6.790195618767469, 0.0, 0.0, 0.0, 0.0]","['FloorLamp', 'Bookcase', 'Closet', 'Chest']"
"[12.0, 9.0, 1.0, 1.5, 2.5, 2.0, 2.0, 1.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.545446103556182, 0.19129196192300274, 1.3156959098655678, 2.4997263976010915, 6.355882537654725, 6.035362425774817, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['WorkDesk', 'Couch', 'CoffeeTable']"
"[11.0, 11.0, 2.5, 1.0, 1.5, 1.0, 1.0, 1.0, 2.0, 1.0, 0.5, 0.5, 1.5, 1.0]","[0.3414922799373541, 3.773066446880451, 9.136252674971729, 9.224303642230618, 7.128753550558534, 2.831065488360002, 0.28316206102829056, 2.564740841195704, 3.500072271609045, 0.17818509135384208, 4.228464772780502, 5.558840926630179]","['Bookcase', 'WorkDesk', 'Armchair', 'MediaUnit', 'FloorLamp', 'Chest']"
"[8.0, 10.0, 1.5, 1.0, 1.0, 1.0, 2.0, 1.5, 0.5, 0.5, 1.0, 2.0, 0.0, 0.0]","[1.6209431079185275, 7.203577346584426, 3.959364467044322, 5.022504582254708, 4.789102117191972, 2.2687239934723604, 0.8154299997445955, 6.245393993958037, 4.2704732864256805, 0.20432269520350932, 0.0, 0.0]","['WorkDesk', 'Armchair', 'CoffeeTable', 'FloorLamp', 'MediaUnit']"
"[9.0, 12.0, 0.5, 0.5, 2.0, 2.0, 1.5, 1.0, 1.5, 1.0, 0.0, 0.0, 0.0, 0.0]","[5.875598625560144, 6.848330407477522, 2.4437519551559115, 1.3055490973587824, 5.709820803590664, 5.225160966670828, 1.8754146752879066, 8.85983009669567, 0.0, 0.0, 0.0, 0.0]","['FloorLamp', 'Closet', 'Chest', 'WorkDesk']"
"[10.0, 11.0, 2.0, 2.0, 2.0, 2.5, 1.0, 1.0, 0.5, 0.5, 1.0, 2.0, 0.0, 0.0]","[7.4730580586037005, 8.303070697507506, 7.544713419920596, 4.46665708268048, 1.808823790770608, 5.889916889585285, 6.132746056155208, 2.8360943938011247, 4.023512143706901, 8.966022900621054, 0.0, 0.0]","['Closet', 'Couch', 'Armchair', 'FloorLamp', 'MediaUnit']"
"[10.0, 9.0, 2.0, 2.5, 2.5, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[7.9256781759052215, 0.7500548939371516, 6.3463255068498015, 7.256659952267714, 4.43598342072071, 1.5718852181705705, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['Couch', 'Bookcase', 'MediaUnit']"
"[8.0, 12.0, 1.0, 2.5, 2.5, 2.0, 1.5, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[5.572810027717341, 8.542301468770061, 4.353964329559028, 3.5881926772694825, 4.919697333849742, 2.273009196141216, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['Bookcase', 'Couch', 'Chest']"
"[9.0, 12.0, 1.0, 1.5, 2.0, 2.5, 1.0, 2.5, 2.0, 1.0, 0.5, 0.5, 0.0, 0.0]","[6.146788650946667, 6.931177567346468, 0.48795787485234376, 6.189445613060107, 4.514613892373675, 4.335102913621802, 6.208979563236741, 9.987919336368966, 4.88321517692175, 0.3826611004476786, 0.0, 0.0]","['WorkDesk', 'Couch', 'Bookcase', 'MediaUnit', 'FloorLamp']"
"[11.0, 8.0, 1.0, 2.5, 2.5, 2.0, 0.5, 0.5, 1.0, 1.0, 2.0, 2.0, 1.5, 2.0]","[3.3210484236887385, 0.16752407768218486, 5.335977853135182, 3.0522347412993414, 9.376817248149877, 3.1528955103502314, 2.8490853152362847, 6.849936060082235, 0.015231884528500106, 0.25200411194214567, 6.486076014080051, 5.178379963701021]","['Bookcase', 'Couch', 'FloorLamp', 'Armchair', 'Closet', 'CoffeeTable']"
"[10.0, 11.0, 2.5, 1.0, 1.0, 2.0, 2.5, 2.0, 1.0, 1.0, 2.0, 2.0, 0.0, 0.0]","[3.1329395986930217, 5.712159001991446, 1.4845985765878806, 8.322467938736041, 4.363083830564869, 1.8138932111989414, 0.2974750357875743, 6.72471879166741, 4.300311641676514, 8.770292849152657, 0.0, 0.0]","['Bookcase', 'MediaUnit', 'Couch', 'Armchair', 'Closet']"
"[12.0, 12.0, 1.0, 1.5, 1.0, 1.0, 2.0, 1.5, 2.0, 1.0, 2.5, 2.0, 2.0, 2.0]","[1.8922455873110973, 5.834195081255376, 4.411527103174823, 2.57616027350583, 6.44879760077599, 0.1697590577803464, 8.23943968565941, 2.2588574527562226, 6.773217971909851, 4.551131666009441, 9.910414287717485, 6.880106599509308]","['Chest', 'Armchair', 'CoffeeTable', 'MediaUnit', 'Couch', 'Closet']"
"[11.0, 9.0, 1.0, 2.5, 1.5, 1.0, 2.5, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[9.71681696966247, 0.8219294106181372, 0.6409886701889552, 7.987104250390228, 0.651822355943023, 5.954286075562102, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['Bookcase', 'WorkDesk', 'Couch']"
"[10.0, 11.0, 1.0, 1.5, 1.0, 1.0, 0.5, 0.5, 2.5, 2.0, 0.0, 0.0, 0.0, 0.0]","[7.87575568352744, 7.371339209298745, 3.813433668201704, 2.1245976584109716, 1.7845151089622742, 5.973412939714722, 2.0130344064889836, 8.620470255056558, 0.0, 0.0, 0.0, 0.0]","['Chest', 'Armchair', 'FloorLamp', 'Couch']"
"[11.0, 12.0, 1.5, 1.0, 1.5, 2.0, 2.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.391610067577002, 4.96773830019102, 6.0404969166346545, 7.109537173617455, 0.15350697790025403, 1.2341807826458289, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['Chest', 'CoffeeTable', 'MediaUnit']"
"[8.0, 10.0, 1.5, 1.0, 0.5, 0.5, 2.5, 2.0, 1.0, 1.5, 0.0, 0.0, 0.0, 0.0]","[3.670836532563817, 1.900815844835662, 1.0200321354651007, 7.000638399693967, 0.8217727070447073, 3.7385327643436463, 6.296607850576935, 8.247674259265674, 0.0, 0.0, 0.0, 0.0]","['Chest', 'FloorLamp', 'Couch', 'WorkDesk']"
"[10.0, 11.0, 1.0, 2.0, 2.0, 2.0, 1.0, 1.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.27331841587959815, 8.374574960721144, 1.5462841649200394, 8.96538137225165, 2.9168149775818506, 6.712212595579281, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['MediaUnit', 'Closet', 'WorkDesk']"
"[11.0, 11.0, 1.0, 1.5, 2.0, 2.0, 2.0, 1.5, 1.0, 1.0, 2.0, 1.0, 0.5, 0.5]","[8.032503436853478, 7.777093627891377, 1.361336802665858, 5.348670796262091, 8.469384787776555, 5.51644233444529, 0.1540102572562052, 8.242730795254719, 5.239806822332561, 4.802243396775797, 6.085928096566294, 7.094610664572831]","['Chest', 'Closet', 'CoffeeTable', 'Armchair', 'MediaUnit', 'FloorLamp']"
"[9.0, 9.0, 1.5, 1.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[5.1027031369903515, 4.492832684530937, 0.3534930428017615, 5.959012195807358, 6.068642599142909, 2.91008919751411, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['Chest', 'Armchair', 'MediaUnit']"
"[12.0, 8.0, 1.0, 2.0, 1.0, 1.5, 0.5, 0.5, 2.5, 2.0, 1.0, 2.5, 2.0, 2.0]","[7.746564711278104, 5.8094310405437035, 10.511572785127822, 2.61855552051312, 11.245078182152758, 6.3451521420028545, 2.653435529879705, 4.9601711723682165, 6.1020424735627605, 4.784015279310498, 0.19496094177556045, 1.3049383928280203]","['MediaUnit', 'WorkDesk', 'FloorLamp', 'Couch', 'Bookcase', 'Closet']"
"[12.0, 10.0, 0.5, 0.5, 2.0, 1.0, 1.0, 2.5, 1.0, 1.0, 1.0, 1.5, 1.0, 1.5]","[1.0033082299544827, 3.219826019101457, 5.083238566420883, 5.107014610428601, 0.1646515590602291, 6.1151410739178855, 8.417470355150947, 0.7023885260729598, 5.083033779440561, 2.0834128306292823, 6.716214365623974, 2.9230199578921887]","['FloorLamp', 'MediaUnit', 'Bookcase', 'Armchair', 'Chest', 'WorkDesk']"
"[8.0, 10.0, 1.0, 1.5, 2.5, 1.0, 2.0, 2.0, 2.5, 2.0, 1.5, 1.0, 0.0, 0.0]","[2.673840736694196, 1.4496827556817402, 5.267070810866716, 5.452753695108965, 2.6181947821916998, 7.206442320102742, 4.360657388871835, 1.3752468852447972, 3.2081253335147863, 0.10788777245587622, 0.0, 0.0]","['Chest', 'Bookcase', 'Closet', 'Couch', 'WorkDesk']"
"[10.0, 12.0, 2.5, 1.0, 2.0, 2.0, 1.5, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[6.839257303637262, 0.2410612599043005, 5.545438491153516, 7.792918068092191, 1.2971295268858538, 4.764036209413075, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['Bookcase', 'Closet', 'CoffeeTable']"
"[11.0, 9.0, 2.0, 1.5, 1.0, 1.0, 2.5, 2.0, 1.0, 1.5, 0.0, 0.0, 0.0, 0.0]","[3.3405714973896337, 2.6149922384590485, 5.413994075207894, 2.460131974701544, 4.404903114681344, 4.4294335349459875, 7.089286800648543, 7.303724366419335, 0.0, 0.0, 0.0, 0.0]","['CoffeeTable', 'Armchair', 'Couch', 'WorkDesk']"
"[9.0, 11.0, 0.5, 0.5, 1.0, 1.0, 1.5, 1.0, 2.5, 1.0, 0.0, 0.0, 0.0, 0.0]","[8.013692905415887, 6.2715749316418705, 4.415935232973569, 7.465956347153622, 2.0495041311382973, 9.111157674743339, 4.067502496074385, 8.976519955898437, 0.0, 0.0, 0.0, 0.0]","['FloorLamp', 'Armchair', 'Chest', 'Bookcase']"
"[11.0, 10.0, 1.5, 1.0, 2.0, 2.0, 2.0, 1.5, 2.5, 1.0, 0.5, 0.5, 2.0, 1.0]","[4.228408794471354, 0.6479174258358922, 6.2777974112402735, 0.5009227675392243, 1.5639758641271708, 1.498574511489435, 5.731721684738915, 8.44972363334303, 3.8025484120549127, 1.7562013500735625, 5.721520679482117, 5.281493178965651]","['WorkDesk', 'Closet', 'CoffeeTable', 'Bookcase', 'FloorLamp', 'MediaUnit']"
"[11.0, 12.0, 1.5, 1.0, 0.5, 0.5, 2.0, 2.0, 1.0, 2.0, 0.0, 0.0, 0.0, 0.0]","[2.8671781968713654, 1.1367970719153007, 9.207971597416376, 4.434542827020475, 2.1382306476527244, 3.360173420705841, 1.9684335897795568, 9.85837215804515, 0.0, 0.0, 0.0, 0.0]","['Chest', 'FloorLamp', 'Closet', 'MediaUnit']"
"[10.0, 12.0, 2.0, 1.5, 2.5, 2.0, 1.0, 1.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[7.804536354479209, 5.566955317206526, 2.4773901608325373, 1.2756258092935946, 3.1093217830840856, 9.139758848269476, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['CoffeeTable', 'Couch', 'WorkDesk']"
"[9.0, 12.0, 1.0, 1.0, 1.0, 2.5, 2.0, 1.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4.9552988108870215, 0.5330743636007315, 6.782653220664896, 0.5356363526701897, 2.274129856041525, 6.016707274342167, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['Armchair', 'Bookcase', 'CoffeeTable']"
"[11.0, 10.0, 1.5, 1.0, 1.0, 2.5, 2.0, 2.0, 1.0, 1.5, 1.5, 2.0, 0.5, 0.5]","[4.488145368949026, 6.555875211416627, 7.138338365933258, 5.621952724419398, 2.593248304192476, 1.218239582589673, 9.273092178679534, 4.347355484471643, 5.572740633633719, 4.3269561197002435, 6.732306822781433, 9.247924306936097]","['WorkDesk', 'Bookcase', 'Closet', 'Chest', 'CoffeeTable', 'FloorLamp']"
"[10.0, 9.0, 1.0, 1.0, 2.0, 2.5, 0.5, 0.5, 2.0, 2.0, 2.0, 1.0, 2.5, 1.0]","[0.25036075738353236, 5.652486466133248, 0.8571856005653178, 1.1813068293838238, 6.782052365899198, 0.6190035026268036, 2.8517857485190516, 5.4447406009966395, 6.092483491719209, 5.1224814716510805, 0.1561973477733325, 7.598732889992907]","['Armchair', 'Couch', 'FloorLamp', 'Closet', 'MediaUnit', 'Bookcase']"
"[12.0, 8.0, 2.0, 1.5, 2.0, 2.5, 1.0, 1.0, 1.0, 1.5, 0.5, 0.5, 0.0, 0.0]","[4.160522396436834, 2.3503182823797744, 1.689733268284349, 0.2237485083119211, 4.613250325084055, 4.7136521143843915, 9.44849146438422, 2.185631788879199, 1.7741357111673506, 3.5983748283252464, 0.0, 0.0]","['CoffeeTable', 'Couch', 'Armchair', 'Chest', 'FloorLamp']"
"[8.0, 9.0, 2.0, 1.5, 2.0, 1.0, 1.5, 1.0, 2.5, 2.0, 0.0, 0.0, 0.0, 0.0]","[2.308758718026354, 1.4755889862920049, 2.615867331396439, 4.103618736798833, 4.437883233030046, 1.84910750070462, 3.99470030893184, 6.80666676263024, 0.0, 0.0, 0.0, 0.0]","['CoffeeTable', 'MediaUnit', 'Chest', 'Couch']"
"[9.0, 12.0, 1.5, 1.0, 2.0, 2.5, 1.5, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.5985498803815545, 8.731802455823766, 3.964094552946042, 1.5348007313385874, 2.3557350976498355, 0.24848286159593447, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['Chest', 'Couch', 'CoffeeTable']"
"[12.0, 11.0, 2.0, 2.0, 0.5, 0.5, 1.5, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.8285654196461287, 6.73606347174604, 0.7816705299667958, 5.177535122756443, 5.037988834222077, 1.0732029933922271, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['Closet', 'FloorLamp', 'Chest']"
"[10.0, 11.0, 1.0, 1.5, 2.5, 2.0, 2.0, 1.5, 1.5, 1.0, 0.5, 0.5, 1.0, 1.0]","[4.066613052963814, 3.394106050362959, 2.2883049404261344, 5.289135829143305, 7.686521848843131, 2.076788775352231, 3.4241151119424704, 8.576818113586208, 8.099571587188299, 3.617019895759493, 8.410550707195469, 8.54151139630538]","['Chest', 'Couch', 'CoffeeTable', 'WorkDesk', 'FloorLamp', 'Armchair']"
"[10.0, 8.0, 2.0, 2.0, 2.5, 1.0, 2.0, 1.0, 1.5, 2.0, 1.5, 1.0, 0.0, 0.0]","[7.560759618371748, 0.5998690214426352, 5.603710213599162, 4.674283110627573, 1.387982807784442, 1.5411179185192383, 8.429905314834073, 5.148425113845013, 2.375197615170862, 4.331334072003529, 0.0, 0.0]","['Closet', 'Bookcase', 'MediaUnit', 'CoffeeTable', 'Chest']"
"[11.0, 11.0, 2.0, 1.0, 2.0, 2.5, 1.0, 1.0, 1.5, 1.0, 0.0, 0.0, 0.0, 0.0]","[4.51806076122279, 4.478136473996389, 0.09921032126266494, 4.966591997320502, 6.84585008066289, 6.5040101478805585, 7.419574166312202, 1.5312270613824708, 0.0, 0.0, 0.0, 0.0]","['MediaUnit', 'Couch', 'Armchair', 'WorkDesk']"
"[9.0, 9.0, 1.5, 2.0, 1.0, 2.5, 2.5, 2.0, 0.5, 0.5, 1.5, 1.0, 0.0, 0.0]","[5.489363630246667, 3.7629932629288922, 1.4271586991225114, 5.925282480652228, 0.42025748247683953, 3.0520052078391715, 0.6933789558637458, 1.383111900530332, 2.23224135248815, 0.24897239991125364, 0.0, 0.0]","['CoffeeTable', 'Bookcase', 'Couch', 'FloorLamp', 'WorkDesk']"
"[12.0, 11.0, 1.0, 1.0, 2.0, 2.5, 0.5, 0.5, 1.0, 2.5, 0.0, 0.0, 0.0, 0.0]","[2.786448821066599, 0.34045744440188375, 3.6069566173837453, 1.7813171233542162, 8.927529753883878, 4.734069566352198, 9.809233683700718, 4.718537564480615, 0.0, 0.0, 0.0, 0.0]","['Armchair', 'Couch', 'FloorLamp', 'Bookcase']"
"[11.0, 8.0, 2.0, 2.5, 0.5, 0.5, 1.0, 1.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[5.101504755288508, 5.471335175692393, 1.8832883214625835, 6.401466769052384, 0.7870900571045758, 4.168155342865798, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['Couch', 'FloorLamp', 'Chest']"
"[12.0, 11.0, 1.0, 1.0, 2.0, 1.5, 2.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.083696623793462, 4.376611711621065, 8.047714977117394, 0.7323495657085384, 8.386304052782549, 8.346129298056482, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['Armchair', 'CoffeeTable', 'Closet']"
"[9.0, 11.0, 2.0, 1.5, 1.0, 1.5, 0.5, 0.5, 1.5, 1.0, 2.0, 2.0, 0.0, 0.0]","[0.9327945507987099, 6.353617310431356, 6.477697285718741, 4.291787324412741, 6.180572334779711, 2.579148710286111, 1.973792557856592, 4.936411879613818, 6.472127873864586, 6.102290108557227, 0.0, 0.0]","['CoffeeTable', 'WorkDesk', 'FloorLamp', 'Chest', 'Closet']"
"[10.0, 11.0, 1.0, 1.0, 2.0, 1.0, 1.5, 2.0, 2.0, 2.5, 0.0, 0.0, 0.0, 0.0]","[7.164663807392257, 1.4674401540997128, 2.069433681903347, 4.624160986356015, 1.7893339574319482, 8.518641782385725, 5.050766050075106, 3.7522357935936705, 0.0, 0.0, 0.0, 0.0]","['Armchair', 'MediaUnit', 'CoffeeTable', 'Couch']"
"[11.0, 9.0, 2.5, 1.0, 2.5, 2.0, 2.0, 1.5, 1.5, 1.0, 0.0, 0.0, 0.0, 0.0]","[6.076512136266511, 7.3540481347522295, 2.8885589720446982, 6.177658982160171, 4.985054315321992, 3.649819812982314, 6.732147516925644, 2.4552980922774665, 0.0, 0.0, 0.0, 0.0]","['Bookcase', 'Couch', 'CoffeeTable', 'Chest']"
"[8.0, 10.0, 1.0, 2.0, 2.0, 2.5, 0.5, 0.5, 2.0, 2.0, 0.0, 0.0, 0.0, 0.0]","[5.421474140152611, 4.941414576644624, 4.289204014525565, 0.4336584416924433, 6.778420207817882, 4.082670683286389, 1.30945578164416, 3.7338714395061574, 0.0, 0.0, 0.0, 0.0]","['MediaUnit', 'Couch', 'FloorLamp', 'Closet']"
"[10.0, 11.0, 1.5, 1.0, 1.0, 1.0, 2.5, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.696370238161186, 8.095149816397354, 8.745308408056584, 4.177525937047991, 1.1609909765893267, 0.5175454445145914, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['WorkDesk', 'Armchair', 'Couch']"
"[8.0, 9.0, 2.5, 1.0, 1.5, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.943827125290245, 6.014905945915011, 1.1414451093600027, 7.838532258802603, 1.0981030537514813, 2.121735660225905, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['Bookcase', 'Chest', 'MediaUnit']"
"[12.0, 8.0, 2.5, 2.0, 1.0, 2.5, 1.5, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[7.420603818906464, 4.131678628973195, 0.49752328316474037, 0.8105321505606722, 4.184163126432765, 1.069458264379799, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['Couch', 'Bookcase', 'CoffeeTable']"
"[8.0, 8.0, 1.0, 1.0, 1.0, 1.5, 2.0, 1.5, 0.5, 0.5, 2.0, 1.0, 0.0, 0.0]","[4.697295079909201, 1.4822396566219114, 0.9287825223947995, 5.915562109768748, 5.501623546862122, 4.4455502875759745, 2.5338455580549146, 5.073873370656107, 3.114763368880377, 0.25870813375795587, 0.0, 0.0]","['Armchair', 'WorkDesk', 'CoffeeTable', 'FloorLamp', 'MediaUnit']"
